id,title,series,author,,genre,date_published,publisher,,,review_count,rating_count,rate
110,"Delirium (Delirium, #1)","
        (Delirium #1)
",Lauren Oliver,,"Young Adult,Science Fiction,Dystopia,Romance,Science Fiction,Fantasy,Fiction,Young Adult,Teen,Audiobook,Apocalyptic,Post Apocalyptic",February 7th 2012,"HarperCollins

            ,",,,"27,078","446,899",3.96
111,"The Final Empire (Mistborn, #1)","
        (The Mistborn Saga #1)
",Brandon Sanderson,,"Fantasy,Fiction,Fantasy,High Fantasy,Fantasy,Epic Fantasy,Adult,Fantasy,Magic,Young Adult,Science Fiction Fantasy,Audiobook",July 17th 2006,Tor Books,,,"33,508","477,122",4.44
112,"Fifty Shades of Grey (Fifty Shades, #1)","
        (Fifty Shades #1)
",E.L. James,,"Romance,Fiction,Adult Fiction,Erotica,Adult,Erotica,BDSM,Contemporary,Womens Fiction,Chick Lit,Romance,Contemporary Romance,Romance,Erotic Romance",May 25th 2011,Vintage,,,"79,948","2,158,498",3.66
113,"Clockwork Prince (The Infernal Devices, #2)","
        (The Infernal Devices #2)
",Cassandra Clare,,"Fantasy,Young Adult,Romance,Fantasy,Paranormal,Science Fiction,Steampunk,Historical,Historical Fiction,Fantasy,Urban Fantasy,Fiction,Paranormal,Angels",December 6th 2011,Margaret K. McElderry Books,,,"26,321","499,680",4.41
114,Saturday,,Ian McEwan,,"Fiction,Contemporary,Literary Fiction,European Literature,British Literature,Novels,Literature,Adult Fiction,Book Club,Literature,21st Century",April 11th 2006,"Anchor

            ,",,,"4,089","71,274",3.62
115,"Matched (Matched, #1)","
        (Matched #1)
",Ally Condie,,"Young Adult,Science Fiction,Dystopia,Romance,Science Fiction,Fiction,Fantasy,Young Adult,Teen,Audiobook,Futuristic",November 30th 2010,Dutton Books for Young Readers,,,"33,997","711,154",3.65
116,Flow Down Like Silver: Hypatia of Alexandria,,Ki Longfellow,,"Historical,Historical Fiction,Fiction,Northern Africa,Egypt,Historical,Philosophy,Literature,Cultural,Africa,Feminism,History,Ancient History",August 20th 2009,Eio Books,,,224,"7,419",3.78
117,High in School,,Salman Aditya,,"Humor,Humor,Comedy,Fantasy,Fiction,Childrens,Sequential Art,Graphic Novels,Young Adult,Asian Literature,Indonesian Literature,Contemporary",December 20th 2012,NaN,,,67,"4,852",3.52
118,"The Year of the Flood (MaddAddam, #2)","
        (MaddAddam #2)
",Margaret Atwood,,"Fiction,Science Fiction,Science Fiction,Dystopia,Apocalyptic,Post Apocalyptic,Fantasy,Cultural,Canada,Speculative Fiction,Audiobook,Science Fiction Fantasy",September 22nd 2009,Doubleday Nan A. Talese,,,"7,929","119,644",4.03
119,"Odd Thomas (Odd Thomas, #1)","
        (Odd Thomas #1)
",Dean Koontz,,"Horror,Fiction,Mystery,Fantasy,Thriller,Fantasy,Paranormal,Suspense,Fantasy,Supernatural,Fantasy,Urban Fantasy",August 29th 2006,"Bantam

            ,",,,"7,729","267,718",3.96
120,Team of Rivals: The Political Genius of Abraham Lincoln,,Doris Kearns Goodwin,,"History,Nonfiction,Biography,Politics,North American Hi...,American History,Military History,Civil War,Leadership,Politics,Presidents,Historical",September 26th 2006,"Simon & Schuster

            ,",,,"7,500","177,855",4.22
121,"A Discovery of Witches (All Souls Trilogy, #1)","
        (All Souls  #1)
",Deborah Harkness,,"Fantasy,Fiction,Romance,Fantasy,Paranormal,Paranormal,Vampires,Paranormal,Witches,Fantasy,Magic,Fantasy,Urban Fantasy,Romance,Paranormal Romance",Feb-11,Viking Penguin,,,"39,092","427,600",4
122,"Wonder (Wonder, #1)","
        (Wonder #1)
",R.J. Palacio,,"Young Adult,Fiction,Childrens,Middle Grade,Contemporary,Realistic Fiction,Childrens,Academic,School,Family,Young Adult,Coming Of Age",February 14th 2012,Alfred A. Knopf,,,"69,558","876,237",4.4
123,The Tale of Despereaux,,"Kate DiCamillo,Timothy Basil Ering",,"Fantasy,Fiction,Childrens,Childrens,Middle Grade,Young Adult,Animals,Adventure,Classics,Childrens,Juvenile",September 9th 2008,"Candlewick Press

            ,",,,"10,608","178,961",4.03
124,My Life in France,,"Julia Child,Alex Prud'Homme",,"Nonfiction,Autobiography,Memoir,Food and Drink,Food,Biography,Cultural,France,Travel,Food and Drink,Cooking,Biography,Autobiography,Food and Drink,Cookbooks",April 4th 2006,"Knopf Publishing Group

            ,",,,"7,613","89,420",4.1
125,The Bookseller of Kabul,,"Åsne Seierstad,Ingrid Christopherson",,"Nonfiction,Biography,Autobiography,Memoir,History,Travel,Writing,Books About Books,Cultural,Asia,Religion,Islam,Biography Memoir",October 26th 2004,"Little, Brown and Company

            ,",,,"3,395","53,866",3.74
126,Snow,,"Orhan Pamuk,Maureen Freely",,"Fiction,Literature,Contemporary,Cultural,Turkish,Asian Literature,Turkish Literature,Novels,Historical,Historical Fiction,Nobel Prize,Literary Fiction",Aug-05,"Vintage Books

            ,",,,"3,793","44,904",3.59
127,Stiff: The Curious Lives of Human Cadavers,,Mary Roach,,"Nonfiction,Science,Humor,Medical,Health,Medicine,Audiobook,Death,History,Adult",May 17th 2004,"W. W. Norton  Company

            ,",,,"14,679","192,373",4.04
128,Meeting With Christ and Other Poems,,Deepak Chaswal,,,August 6th 2013,NaN,,,20,86,4.48
129,Dreamcatcher,,Stephen King,,"Horror,Fiction,Science Fiction,Thriller,Fantasy,Science Fiction,Aliens,Fantasy,Supernatural,Mystery,Fantasy,Paranormal","March 1st 2002 ,",NaN,,,"2,833","161,965",3.64
130,Marie Antoinette: The Journey,,Antonia Fraser,,"History,Biography,Nonfiction,Cultural,France,Historical,Biography Memoir,European History,French Revolution,Literature,18th Century,History,European History",September 12th 2006,"Anchor Books

            ,",,,"1,257","38,267",3.88
131,The God Complex,,Chris Titus,,"Mystery,Thriller,Fiction,Thriller,Mystery Thriller,Religion,Medical,Contemporary,Cultural,Combat,Martial Arts",June 23rd 2011,CreateSpace,,,41,"3,508",3.84
132,"The Unbecoming of Mara Dyer (Mara Dyer, #1)","
        (Mara Dyer #1)
",Michelle Hodkin,,"Young Adult,Fantasy,Paranormal,Fantasy,Romance,Mystery,Fiction,Fantasy,Supernatural,Horror,Contemporary",September 27th 2011,Simon & Schuster Books for Young Readers,,,"16,401","167,243",4.02
133,The Inheritance of Loss,,Kiran Desai,,"Fiction,Cultural,India,Historical,Historical Fiction,Asian Literature,Indian Literature,Cultural,Asia,Literary Fiction,Novels,Literature,Contemporary",2005,Grove Press,,,"4,158","49,376",3.44
134,"Are You There, Vodka? It's Me, Chelsea",,Chelsea Handler,,"Humor,Nonfiction,Autobiography,Memoir,Humor,Comedy,Biography,Biography,Autobiography,Audiobook,Womens Fiction,Chick Lit,Writing,Essays",May 1st 2007,HarperCollins Publishers,,,"7,004","162,620",3.83
135,Curiosity kills the KatHA,,Ashok  Kallarakkal,,Short Stories,August 1st 2012,Leadstart   Corp.,,,11,72,3.71
136,"The Snowman (Harry Hole, #7)","
        (Harry Hole #7)
","Jo Nesbø,Don Bartlett",,"Mystery,Mystery,Crime,Fiction,Thriller,Thriller,Mystery Thriller,European Literature,Scandinavian Literature,Suspense,Mystery,Detective,Scandinavian Lite...,Nordic Noir",May 10th 2011,"Knopf

            ,",,,"8,996","125,775",4.01
137,"1st to Die (Women's Murder Club, #1)","
        (Women's Murder Club #1)
",James Patterson,,"Mystery,Fiction,Thriller,Mystery,Crime,Thriller,Mystery Thriller,Suspense,Mystery,Murder Mystery,Audiobook,Adult",May 20th 2005,"Grand Central Publishing

            ,",,,"6,845","316,020",4.08
138,"The Angel Experiment (Maximum Ride, #1)","
        (Maximum Ride #1)
",James Patterson,,"Young Adult,Fantasy,Science Fiction,Fiction,Adventure,Fantasy,Paranormal,Young Adult,Teen,Action,Mystery",May 5th 2006,"Grand Central Publishing

            ,",,,"9,532","218,594",4.06
139,"Persepolis 2: The Story of a Return (Persepolis, #2)","
        (Persepolis #3-4)
","Marjane Satrapi,Anjali Singh",,"Sequential Art,Graphic Novels,Nonfiction,Sequential Art,Comics,Autobiography,Memoir,Biography,History,Cultural,Iran,Graphic Novels Comics,Biography,Autobiography",August 2nd 2005,"Pantheon Books

            ,",,,"2,752","72,956",4.16
140,Alexander Hamilton,,Ron Chernow,,"History,Biography,Nonfiction,North American Hi...,American History,Politics,Audiobook,Historical,Biography Memoir,Military History,American Revolution",March 29th 2005,"Penguin Books

            ,",,,"9,058","159,372",4.17
141,"The Likeness (Dublin Murder Squad, #2)","
        (Dublin Murder Squad #2)
",Tana French,,"Mystery,Fiction,Mystery,Crime,Thriller,Thriller,Mystery Thriller,Cultural,Ireland,Audiobook,Suspense,Adult",August 1st 2008,"Viking Adult

            ,",,,"10,956","148,216",4.04
142,The Sacred Band,"
        (The Sacred Band of Stepsons Expanded ""Author's Cut"" editions #8)
","Janet E. Morris,Chris Morris",,"Fantasy,Historical,Historical Fiction,Historical Fiction,Historical Fantasy,Fantasy,Heroic Fantasy,Fiction,Heroic Fantasy,Sword and Sorcery,Fantasy,Dark Fantasy,Adventure,Novels",April 5th 2010,Createspace,,,57,301,4.46
143,The Lost: A Search for Six of Six Million,,Daniel Mendelsohn,,"Nonfiction,History,World War II,Holocaust,Autobiography,Memoir,War,World War II,Biography,Literature,Jewish,War,Historical",September 19th 2006,"Harper

            ,",,,706,"7,507",3.92
144,The Warmth of Other Suns: The Epic Story of America's Great Migration,,Isabel Wilkerson,,"History,Nonfiction,Race,North American Hi...,American History,Cultural,African American,Social Movements,Social Justice,Biography,Historical,Race,Anti Racist",September 7th 2010,Random House,,,"9,910","82,413",4.39
145,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",,Bill Buford,,"Food and Drink,Food,Nonfiction,Autobiography,Memoir,Food and Drink,Cooking,Biography,Food and Drink,Foodie,Food and Drink,Food Writing,Travel,Cultural,Italy",May 30th 2006,"Knopf

            ,",,,"2,011","23,482",3.9
146,"Where She Went (If I Stay, #2)","
        (If I Stay #2)
",Gayle Forman,,"Young Adult,Romance,Contemporary,Fiction,Realistic Fiction,Music,New Adult,Young Adult,Teen,Audiobook",April 5th 2011,Dutton Juvenile,,,"20,483","276,540",4
147,"Pandemonium (Delirium, #2)","
        (Delirium #2)
",Lauren Oliver,,"Young Adult,Science Fiction,Dystopia,Romance,Science Fiction,Fiction,Fantasy,Young Adult,Teen,Adventure,Audiobook",February 28th 2012,HarperTeen,,,"15,003","226,530",4.04
148,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)","
        (Discworld #32)
",Terry Pratchett,,"Fantasy,Young Adult,Fiction,Humor,Childrens,Fantasy,Magic,Paranormal,Witches,Audiobook,Humor,Comedy",May 5th 2005,"Corgi Childrens

            ,",,,"2,156","71,641",4.25
149,Truth and Beauty,,Ann Patchett,,"Autobiography,Memoir,Nonfiction,Biography,Biography Memoir,Audiobook,Language,Writing,Biography,Autobiography,Book Club,Womens",April 5th 2005,"Harper Perennial

            ,",,,"3,300","38,931",3.93
150,"The Awakening (Darkest Powers, #2)","
        (Darkest Powers #2)
",Kelley Armstrong,,"Young Adult,Fantasy,Fantasy,Paranormal,Fantasy,Urban Fantasy,Fantasy,Supernatural,Romance,Fantasy,Magic,Shapeshifters,Werewolves,Paranormal,Ghosts",April 28th 2009,HarperCollins,,,"3,352","116,355",4.12
151,"Last Sacrifice (Vampire Academy, #6)","
        (Vampire Academy #6)
",Richelle Mead,,"Young Adult,Paranormal,Vampires,Fantasy,Fantasy,Paranormal,Romance,Fantasy,Urban Fantasy,Romance,Paranormal Romance,Fantasy,Supernatural,Fiction",December 7th 2010,Razorbill,,,"11,647","276,081",4.36
152,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)","
        (The Secrets of the Immortal Nicholas Flamel #1)
",Michael Scott,,"Fantasy,Young Adult,Fiction,Fantasy,Magic,Adventure,Fantasy,Mythology,Childrens,Middle Grade,Fantasy,Urban Fantasy,Childrens",August 5th 2010,"Corgi Childrens

            ,",,,"8,675","155,053",3.84
153,The Botany of Desire: A Plant's-Eye View of the World,,Michael Pollan,,"Nonfiction,Science,Food and Drink,Food,Environment,Nature,History,Science,Biology,Environment,Horticulture,Gardening,Nature,Plants",May 28th 2002,"Random House Trade Paperbacks

            ,",,,"3,513","52,238",4.04
154,Circe,,Madeline Miller,,"Fantasy,Fiction,Fantasy,Mythology,Historical,Historical Fiction,Audiobook,Retellings,Historical,Adult,Mythology,Greek Mythology",April 10th 2018,"Little, Brown and Company",,,"57,201","544,909",4.26
155,Dark Matter,,Blake Crouch,,"Science Fiction,Fiction,Thriller,Mystery,Audiobook,Thriller,Mystery Thriller,Adult,Fantasy,Science Fiction Fantasy",July 26th 2016,Crown,,,"37,267","315,657",4.1
156,Small Island,,Andrea Levy,,"Fiction,Historical,Historical Fiction,Historical,European Literature,British Literature,Literary Fiction,Novels,War,War,World War II,Literature",April 1st 2005,"Picador USA

            ,",,,"1,952","29,964",3.98
157,The Lucky One,,Nicholas Sparks,,"Romance,Fiction,Womens Fiction,Chick Lit,Contemporary,Adult,Romance,Contemporary Romance,Adult Fiction,Love,Drama",August 11th 2009,"Grand Central Publishing

            ,",,,"10,374","339,221",4.12
158,"Fire (Graceling Realm, #2)","
        (Graceling Realm #2)
",Kristin Cashore,,"Fantasy,Young Adult,Romance,Fiction,Adventure,Young Adult,Young Adult Fantasy,Fantasy,Magic,Fantasy,High Fantasy,Young Adult,Teen",October 5th 2009,Dial Books,,,"10,888","179,076",4.08
159,The Solitude of Prime Numbers,,"Paolo Giordano,Shaun Whiteside",,"Fiction,Contemporary,European Literature,Italian Literature,Romance,Cultural,Italy,Novels,Literature,Young Adult,Drama",March 18th 2010,"Pamela Dorman Books

            ,",,,"4,619","56,278",3.62
160,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)","
        (The Plantagenet and Tudor Novels #12)
",Philippa Gregory,,"Historical,Historical Fiction,Fiction,Historical,Romance,English History,Tudor Period,European Literature,British Literature,Adult,Romance,Historical Romance,Adult Fiction",February 4th 2004,"Harper Collins

            ,",,,"3,256","93,618",3.87
161,State of Wonder,,Ann Patchett,,"Fiction,Contemporary,Book Club,Literary Fiction,Adult Fiction,Adult,Mystery,Audiobook,Novels",June 7th 2011,"HarperCollins Publishers

            ,",,,"16,992","174,097",3.88
162,If I Stay,"
        (If I Stay #1)
",Gayle Forman,,"Young Adult,Romance,Contemporary,Fiction,Realistic Fiction,Young Adult,Teen,Music,Death,Audiobook",April 2nd 2009,Viking,,,"39,405","774,312",3.93
163,Dear John,,Nicholas Sparks,,"Romance,Fiction,Womens Fiction,Chick Lit,Contemporary,Adult,Adult Fiction,Young Adult,Romance,Contemporary Romance,Love",October 30th 2006,"Warner Books (NY)

            ,",,,"11,802","567,796",4.03
164,Carnal: Somewhere Over 40 Winks,,Rom LcO'Feer,,"Contemporary,Psychology,Fiction",September 16th 2009,"Lulu.com

            ,",,,14,"4,847",3.47
165,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",,Chuck Klosterman,,"Nonfiction,Writing,Essays,Humor,Culture,Pop Culture,Music,Cultural,Autobiography,Memoir,Sociology,Humor,Comedy",July 2nd 2004,"Scribner

            ,",,,"3,517","74,520",3.71
166,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,,"Malala Yousafzai,Christina Lamb",,"Nonfiction,Biography,Autobiography,Memoir,Feminism,Biography,Autobiography,Audiobook,Biography Memoir,History,Politics",October 8th 2013,"Little, Brown and Company

            ,",,,"22,487","487,716",4.12
167,"Allegiant (Divergent, #3)","
        (Divergent #3)
",Veronica Roth,,"Young Adult,Science Fiction,Dystopia,Fiction,Fantasy,Science Fiction,Romance,Adventure,Young Adult,Teen,Audiobook",October 22nd 2013,HarperCollins Children's Book's,,,"67,272","914,247",3.62
168,Fantastic Beasts and Where to Find Them,"
        (Hogwarts Library)
","Newt Scamander,J.K. Rowling",,"Fantasy,Fiction,Young Adult,Childrens,Fantasy,Magic,Childrens,Middle Grade,Audiobook,Short Stories,Science Fiction Fantasy",June 1st 2001,"Arthur A. Levine Books

            ,",,,"11,219","372,109",3.96
169,Houdini Heart,,Ki Longfellow,,"Horror,Fantasy,Fiction,Mystery,Magical Realism,Gothic,Literature,Thriller,Fantasy,Supernatural",April 25th 2011,Eio Books,,,220,"10,409",3.75
170,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",,Julie Powell,,"Nonfiction,Autobiography,Memoir,Food and Drink,Food,Food and Drink,Cooking,Biography,Womens Fiction,Chick Lit,Biography Memoir,Humor,Food and Drink,Cookbooks",September 1st 2005,Little Brown and Company,,,"8,027","161,707",3.7
171,"Living Dead in Dallas (Sookie Stackhouse, #2)","
        (Sookie Stackhouse #2)
",Charlaine Harris,,"Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Fantasy,Urban Fantasy,Romance,Fiction,Mystery,Romance,Paranormal Romance,Fantasy,Supernatural",April 1st 2004,"Orbit

            ,",,,"7,114","251,865",3.95
172,"Legend (Legend, #1)","
        (Legend #1)
",Marie Lu,,"Young Adult,Science Fiction,Dystopia,Science Fiction,Fantasy,Romance,Fiction,Adventure,Young Adult,Teen,Apocalyptic,Post Apocalyptic",November 29th 2011,Putnam Juvenile,,,"31,648","466,844",4.16
173,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)","
        (Harold Fry #1)
",Rachel Joyce,,"Fiction,Contemporary,Audiobook,Book Club,European Literature,British Literature,Adult Fiction,Novels,Literary Fiction,Adult",July 24th 2012,"Random House

            ,",,,"18,505","161,968",3.91
174,A Gentleman in Moscow,,Amor Towles,,"Historical,Historical Fiction,Fiction,Historical,Cultural,Russia,Audiobook,Book Club,Literary Fiction,Novels,Adult",March 26th 2019,"Penguin Books

            ,",,,"43,016","377,890",4.32
175,"An Echo in the Bone (Outlander, #7)","
        (Outlander #7)
","Diana Gabaldon,Diana Gabaldon",,"Historical,Historical Fiction,Romance,Fiction,Fantasy,Science Fiction,Time Travel,Historical,Romance,Historical Romance,Audiobook,Adult",January 21st 2010,"Orion

            ,",,,"6,623","133,940",4.4
176,Suzanne's Diary for Nicholas,,James Patterson,,"Romance,Fiction,Womens Fiction,Chick Lit,Contemporary,Adult,Adult Fiction,Mystery,Drama,Love",August 1st 2003,"Vision

            ,",,,"4,945","146,072",4.15
177,Change of Heart,,Jodi Picoult,,"Fiction,Contemporary,Womens Fiction,Chick Lit,Adult Fiction,Drama,Adult,Realistic Fiction,Novels,Religion",March 4th 2008,Atria Books,,,"6,694","111,883",3.91
178,"Moon Called (Mercy Thompson, #1)","
        (Mercy Thompson #1)
",Patricia Briggs,,"Fantasy,Urban Fantasy,Fantasy,Fantasy,Paranormal,Paranormal,Vampires,Romance,Shapeshifters,Werewolves,Romance,Paranormal Romance,Fiction,Paranormal,Shapeshifters",January 31st 2006,Ace,,,"8,959","197,461",4.12
179,"Fall of Giants (The Century Trilogy, #1)","
        (The Century Trilogy #1)
",Ken Follett,,"Historical,Historical Fiction,Fiction,Historical,War,Audiobook,Novels,Adult,War,World War I,Cultural,Russia",September 28th 2010,Berkley,,,"14,800","297,887",4.27
180,The Tiger's Wife,,Téa Obreht,,"Fiction,Historical,Historical Fiction,Magical Realism,Literary Fiction,Book Club,Fantasy,War,Contemporary,Novels",March 8th 2011,Random House,,,"10,975","100,685",3.42
181,"The Present (VanWest, #2)","
        (VanWest #2)
",Kenneth   Thomas,,"Science Fiction,Science Fiction,Dystopia,Fiction,Science Fiction,Cyberpunk,Action,European Literature,British Literature,Young Adult,Fantasy,Apocalyptic,Post Apocalyptic",July 31st 2020,NaN,,,120,"10,377",4.27
